source_id,source_file,source_title,author,year,extract,chapter,pipeline_step,secondary_step,extract_type,themes,llm_relevance,relevance_rationale,notes
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"If a date is stored as a series of characters instead of as a number, date functions will return a VALUE error. In these situations you can try to convert the series of characters into a date using the DATEVALUE function; or use other functions to extract the relevant part of the date.",Dealing with errors in date functions,Clean,,procedural,DATEVALUE; data type conversion; error handling,needs_update,DATEVALUE conversion is tool-specific; LLMs can now handle date parsing more flexibly,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"If you are drawing any conclusions about the worst month, year or day, you need to take account of the possibility that the year or month with the most failing inspections might simply be the year or month with the most inspections full stop. You need to make sure you look at proportions rather than absolute numbers.",Finding the story: worst years and months for hygiene inspections,Analyse,Verify,epistemological,proportional reasoning; base rate fallacy; verification,endures,Checking proportions not just absolute numbers for temporal patterns is fundamental analytical reasoning,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"At this point you should be pausing and thinking: I am not seeing the full picture here. Just as the changing inspection numbers might raise questions, these proportions should make you pick up the phone to ask them. Your story might not be about those early years, but they are a clue to a wider problem.",Finding the story: worst years and months for hygiene inspections,Verify,,epistemological,critical thinking; data skepticism; follow-up reporting,endures,Data skepticism and recognizing when you are not seeing the full picture is core journalistic judgment,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"If your spreadsheet problem is not solvable with a single function, the best approach is often to break it down into smaller problems which, individually, can. The key question to ask is: does this formula get me any closer to the result I need?",How old is someone? Ages and using TODAY,Analyse,,epistemological,problem decomposition; iterative approach; computational thinking,endures,Problem decomposition into solvable sub-problems is a permanent computational thinking skill,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Once you have identified a possible error like this, do not write it off immediately. You may be able to add an error checking formula to correct it. A simple subtraction formula will get us either the correct result, or one which is only one year out. All we need is a way of identifying which result it is, and correcting the initial age accordingly.",How old is someone? Ages and using TODAY,Verify,Analyse,procedural,error correction; Boolean arithmetic; systematic checking,endures,Building error-checking formulas into analysis is a verification principle that transcends tools,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"There is no point combining multiple calculations into one powerful formula if the formula is not going to make sense to you later, or if your data is going to be used by colleagues or people who come after you. It is often better to have columns with each stage of the calculation clearly labelled.",Making it easy to understand: breaking the formula back up,Analyse,,organizational,reproducibility; documentation; spreadsheet design; collaboration,endures,Prioritizing formula clarity and reproducibility for colleagues is a permanent organizational principle,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Ages can be particularly interesting angles to explore in any dataset: the oldest, youngest, or general demographic makeup of people in a dataset can all be newsworthy.",How old is someone? Ages and using TODAY,Analyse,,epistemological,demographic analysis; story angles; newsworthiness,endures,Demographic analysis as a story angle is an enduring journalistic technique,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,The leap year point is really important: remember that Excel stores dates as the number of days since 1900 - so years with 366 days will have those extra days added into the total. This is another example of identifying possible problems in calculations and building in corrections.,Watching out for leap years,Verify,,procedural,edge cases; date arithmetic; error prevention,endures,Leap year edge cases in date arithmetic require awareness regardless of tool used,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"The DATE function is a useful way of making sure that your date is understood correctly by Excel. It takes three ingredients: a year, a month, and a day of the month - in that order. If you have a date which has been formatted unusually, this ensures that they are interpreted correctly.",Watching out for leap years,Clean,,tool-specific,DATE function; data type enforcement; Excel,needs_update,DATE function specifics are tool-bound; LLMs can now handle date construction across platforms,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"The functions RIGHT, LEFT and MID are tailor-made for extracting parts of data such as postcodes, zip codes or telephone numbers. These will respectively grab a specified number of characters from the end, beginning, or middle of a cell. They work particularly well where you always want the same number of characters.","Grabbing or checking parts of information: RIGHT, LEFT and MID",Clean,,procedural,string extraction; data parsing; text functions,needs_update,RIGHT/LEFT/MID string extraction is now more easily done via LLM-generated regex or code,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"If your data already has a particular character that marks one part from another - such as a space between first name and surname, or slashes between day, month and year - then you can use the menu option Text to columns to split it, rather than needing to use a function. Note that if you use this, the original column will no longer exist, so you might want to duplicate it first.","Splitting names, dates, addresses: text to columns",Clean,,tool-specific,text to columns; data splitting; data preservation,needs_update,Text-to-columns is tool-specific; LLMs can now split fields via natural language instructions,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"The LEN function will tell you the number of characters in a given cell, which can then be used to calculate the start or end position for a MID, LEFT or RIGHT function. You can use LEN within a LEFT, RIGHT or MID function as a nested function, e.g. =LEFT(A2,LEN(A2)-3) to grab a variable number of characters.",Introducing LEN,Clean,,procedural,LEN function; nested functions; variable-length extraction,needs_update,LEN for dynamic extraction is a spreadsheet-specific technique now more easily handled by LLM code generation,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"The SEARCH function tells us at what position a specified character or characters occur in a cell. It is not case sensitive, so if you want to be a little fussier you can use the FIND function which has exactly the same parameters but is case sensitive.",SEARCH and FIND,Clean,,procedural,SEARCH function; FIND function; pattern matching,needs_update,SEARCH/FIND functions are spreadsheet-specific; LLMs can now generate equivalent regex or code,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"You could check that the date of birth is being treated as a number by Excel in a number of ways. Firstly, by looking at the alignment: aligned right is how Excel aligns numbers. Secondly, you could reformat it as number or general. Thirdly, you could use the function ISNUMBER to check if a specified cell contains a number.",Finding the story: how old are Guantanamo prisoners,Verify,,procedural,data type validation; ISNUMBER; alignment checks,endures,Multiple methods of verifying data types is a robust verification practice that persists,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"There are also rows which generate VALUE errors when you attempt to calculate an age. This is because the date of birth field does not contain a date, but a string of text such as '26 yrs old in 07', 'UNDISCLOSED', 'UNKNOWN' or 'c. 1974'. Some further research might yield more information, but more likely we will have to be clear that a certain proportion of our figures are unknown.",Finding the story: how old are Guantanamo prisoners,Verify,,epistemological,data quality; missing data; transparency; limitations,endures,Recognizing messy real-world data entries and being transparent about unknowns is permanent,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"The first thing to do in any situation like this is break down the task into its constituent problems/challenges. We need to: identify where the number of years is stated, extract that number, identify where the months are stated, extract those months, identify other context like 'suspended' or 'minimum', convert years and months to a number, convert to a common measure.",Case study: extracting numbers from phrases,Analyse,Clean,procedural,problem decomposition; task planning; data extraction,endures,Task decomposition for complex data extraction is a permanent computational thinking skill,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Note that this process involves a lot of trial and error: our initial formula works for most cells, but we then focus on error handling with the cells where it does not. You can adapt and repeat the above processes for months, weeks and days to get the numbers you need.",Case study: extracting numbers from phrases,Clean,,epistemological,trial and error; iterative refinement; error handling,endures,Trial-and-error approach to data cleaning with iterative error handling is an enduring methodology,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"The simple way to convert all measures to a common measure is to convert to the lowest common denominator. Multiply the years figures by 365 to get days, multiply the months by 31, multiply the weeks by 7. Once done, you can add up all figures for each sentence to get a total, then calculate the difference between the two sentences.",Case study: extracting numbers from phrases,Analyse,,procedural,unit conversion; common denominator; comparison,needs_update,Unit conversion to common denominators is now easily handled by LLM-generated code,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"It is worth adding a column which just measures the length of the description cell, so you can sort it and pick out outliers. The longest cell on that basis may contain more than one mention of the word being searched for or extra caveats which are important to factor in.",Manual cleaning: identifying unusual words,Clean,Verify,procedural,outlier detection; LEN function; data quality,endures,Using cell length to detect outliers for manual review is a durable data quality technique,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"You can use COUNTIF as a checking formula. COUNTIF(I2,""*year*"") will count 1 if 'year' is in that cell, or 0 if not. Any 0 value should also match any VALUE error in your earlier SEARCH formula. You can use filters to check that they all do, and investigate any that do not.",Adding checking formulae,Verify,,procedural,COUNTIF; cross-validation; checking formulae,endures,Cross-validation using checking formulae is a permanent verification practice,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Despite all this work to extract the numbers from the data, in the end it was decided to leave this dimension out of the eventual story, as it became clear that the article was going to focus on the proportion of requests which were not eligible for review. Often in journalism you have to be prepared to leave out material because the focus of your story has changed, regardless of the work that went into it.",Sometimes hard work ends up left out of the story,Present,,epistemological,editorial judgement; story focus; sunk cost,endures,Willingness to discard analysis when the story focus shifts is core editorial judgment,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Consistent formatting can be important both in the presentation of information and in trying to combine it. A map with 'PARIS' for one marker and 'new york' for another is going to look pretty unprofessional. Because computers sometimes treat a lower case letter and an upper case letter as separate things, you might come across errors when trying to merge datasets.","Formatting text consistently with UPPER, LOWER, PROPER",Clean,,procedural,case normalisation; data merging; presentation quality,needs_update,Case normalization with UPPER/LOWER/PROPER now easily handled by LLMs but concept of consistent formatting endures,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"As with TRIM and SUBSTITUTE it is a good idea to create a new column for your cleaned data, write a formula using PROPER, UPPER or LOWER to grab and format the contents of the first cell, and then copy it down the entire column.","Formatting text consistently with UPPER, LOWER, PROPER",Clean,,procedural,cleaning workflow; column design; non-destructive editing,needs_update,Non-destructive cleaning workflow is valid but LLMs now streamline the formula generation,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"FIXED and ROUND do not just create the effect of rounding numbers up or down: the resulting number is indeed fixed. If you add 1 to that number and format it to show four decimal places it is 4.1500, not 4.1457. This is distinct from using the Format cells menu which only changes how numbers are displayed.",Rounding and formatting numbers: FIXED and ROUND,Clean,,procedural,FIXED; ROUND; data precision; formatting vs transformation,needs_update,FIXED/ROUND distinction is tool-specific; LLMs can explain and apply rounding correctly,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Transposing is the process of switching rows into columns and vice versa. If we wanted to sort the data to see the longest wait time for a particular hospital, we could not - because sorting works by columns. Transposing the data solves this problem: when rows become columns we can pick the column for one hospital, and sort it.",Changing rows into columns: TRANSPOSE,Analyse,Clean,procedural,TRANSPOSE; data restructuring; sorting,needs_update,TRANSPOSE as a concept endures but the operation is now trivially performed via LLM-generated code,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"As always, you should save a copy of your data before altering it. You may want to copy data from one sheet, and paste-and-transpose into a new sheet, so as to keep the two versions separate.",The Paste Special option: the one-off transpose,Clean,,organizational,data preservation; backup; non-destructive editing,endures,Saving copies before altering data is a permanent data preservation principle,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Although array formulae are very impressive and powerful, most of the time you may decide for the purposes of clarity and simplicity to avoid them. It may be clearer to split the calculation into two stages: a column showing the change for each month, then a cell calculating the average for that column.",Array formulae,Analyse,,organizational,array formulae; clarity vs power; spreadsheet design,endures,Preferring clarity over cleverness in spreadsheet design is an enduring organizational principle,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"The most likely reason for using an array formula is the smaller and faster file sizes that are generated as a result: a spreadsheet using a single array formula is smaller and quicker to use than one performing thousands of calculations separately. However, complex array formulae can actually slow down the performance of the spreadsheet.",Array formulae,Analyse,,tool-specific,array formulae; performance; file size; Excel,needs_update,Array formula performance tradeoffs are tool-specific; LLMs shift analysis to code-based approaches,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,In terms of considerations you need to be clear when this data was collected: waiting time data can be over a year old by the time it is released. You also need to be clear that these are average waiting times - many people will be waiting far longer. There are many ways that waiting time statistics can be massaged.,The last chapter's story: worst time at hospital,Verify,Present,epistemological,data timeliness; averages; statistical literacy; caveats,endures,Caveats about data timeliness and how statistics can be massaged are permanent verification concerns,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Data in Google Sheets is not as secure as data that only sits on your own computer. So if you are dealing with sensitive data and are concerned about others either hacking into your account or accessing it through legal avenues, then you may want to avoid such web-based services.",Introduction to Google Sheets,Analyse,,organizational,data security; Google Sheets; sensitive data; tool selection,endures,Data security concerns about cloud-based tools apply equally to LLM services,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"You only need to use IMPORT functions if you expect the data to change, because it will always import the latest data. If you do not expect it to change then it will be quicker and easier to simply make a copy of the data. IMPORT functions will stop working if the source data is taken offline, so it is always a good idea to make a static copy of the data.",IMPORT functions in Google Sheets,Get,,procedural,IMPORT functions; live data; data archiving; link rot,endures,Decision about when to use live vs static data imports is a permanent data management principle,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"IMPORTHTML can grab information stored in a HTML table or a HTML list. Information might look like it is in a table or list, but if it is not contained in particular tags in the raw HTML, then this function will not work. There is no need to check the raw HTML before you use this function - it is only worth checking as part of troubleshooting if your formula does not work first time.",Grabbing data from webpage tables and lists: IMPORTHTML,Get,,tool-specific,IMPORTHTML; web scraping; Google Sheets; HTML structure,needs_update,IMPORTHTML is tool-specific; LLMs can now generate web scraping code more flexibly,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Using trial and error - starting with the first table, then the second, and so on - is invariably much quicker than trying to identify the position of a table from the raw HTML. For that reason it is often better to use cell references for each parameter rather than have all the information in the formula, so you can easily change the number.",Grabbing data from webpage tables and lists: IMPORTHTML,Get,,procedural,trial and error; parameterised queries; scraping workflow,endures,Trial-and-error approach to finding the right table index is a general scraping workflow that persists,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"IMPORTXML is the most powerful of the IMPORT functions. Its primary purpose is to enable you to pull in XML documents that are hosted online, but it can also be adapted to grab data from HTML webpages too. IMPORTXML allows you to craft any query you like using XPath. At its core all you need to know is: take the name of the tag containing your data, and put two slashes in front of it.",Grabbing data from XML: IMPORTXML,Get,,tool-specific,IMPORTXML; XPath; web scraping; XML,needs_update,IMPORTXML and XPath are increasingly replaced by LLM-generated scraping code using CSS selectors or APIs,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Trial and error is an important part of the process. It is not about getting the formula right first time, but trying different queries and seeing how useful the results are, triangulating between queries that are too narrow and queries that are too broad until you get the Goldilocks query that is just right.",Using IMPORTXML with HTML webpages,Get,,epistemological,trial and error; iterative refinement; query design,endures,Iterative refinement of queries between too-narrow and too-broad is a permanent search methodology,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"GOOGLETRANSLATE is particularly useful if you are dealing with data in other languages, or where the language is mixed, and want to see it in your own. If you are searching data for terms in your own language, these functions help you spot references using other languages. They also help you translate searches into a variety of other languages.",GOOGLETRANSLATE and DETECTLANGUAGE,Analyse,Find,tool-specific,GOOGLETRANSLATE; multilingual data; Google Sheets,needs_update,GOOGLETRANSLATE in Sheets is useful but LLMs now handle multilingual data analysis natively and more flexibly,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"DETECTLANGUAGE is particularly useful as a way to error-check Google Translate. Not always because it actually does get the language right: but more because it tells you what language Google thinks the cell is in, and therefore what language it is translating from if you have not specified that.",Detecting the language: DETECTLANGUAGE,Verify,,procedural,DETECTLANGUAGE; error checking; translation validation,needs_update,DETECTLANGUAGE for error-checking translation is now handled more naturally by multilingual LLMs,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Always generate an example URL for the search you want before adapting it. A quick bit of googling on the query parameter throws up a Search Protocol Reference document which confirms the URL structure. This process of testing, re-testing, googling, refining, tweaking and adapting are all integral elements of spreadsheet work and data journalism more generally.",Advanced: combining translations into one search,Analyse,,epistemological,URL construction; iterative testing; research methodology,endures,Testing URL construction and iterative refinement is a permanent research methodology,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"You can use GOOGLEFINANCE to convert from one currency to another. Converting currency really means grabbing the exchange rate between any two currencies which you can then apply to an amount. Financial formulae often use the TODAY function to grab data in relation to today's date, such as the last 30 days numbers.",Converting currency: GOOGLEFINANCE,Get,Analyse,tool-specific,GOOGLEFINANCE; currency conversion; financial data,needs_update,GOOGLEFINANCE for currency conversion is tool-specific; LLMs can now assist with financial data retrieval,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"You only have to use GOOGLEFINANCE once - but the data will change every day. You only have to create and publish a chart once - but it will also change every day. You can use functions that fetch live data to feed live charts to get the best out of both. Those functions include GOOGLEFINANCE, IMPORTHTML, IMPORTXML, IMPORTFEED, and IMPORTDATA.",Publishing live data in a live chart,Present,,procedural,live charts; automation; data visualisation; Google Sheets,needs_update,Live data to live charts pipeline concept endures but modern tools and LLMs offer more flexible approaches,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"What sparklines allow you to is at a glance see how a series of values are behaving. Sparklines are tiny line or bar charts drawn within a cell in your spreadsheet. Unlike data visualisation more generally, their purpose is entirely personal: a way for you to, at a glance, interpret the data in each row or column.",Comparing change visually by generating sparkline charts,Analyse,,procedural,exploratory analysis; visual inspection,endures,Sparklines for at-a-glance pattern detection in exploratory analysis remain useful regardless of AI tools,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Specifying the minimum and/or maximum values for the sparkline is a good way to correct this if you want all your sparklines to be using the same base or maximum. Two sparkline charts may have different bases and peaks, unless the maximum and minimum are specified in the formula.",Keeping it relative: specifying minimum and maximum scale,Analyse,,procedural,comparability; normalisation; visual inspection,endures,Standardizing scales across sparklines for valid comparison is a permanent visualization principle,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"QUERY allows you to form questions of your data. There are two major advantages: firstly, it allows you to quickly perform a number of calculations and filters all at once. And secondly, it allows you to dynamically generate versions of your data which answer particular questions.",Asking questions SQL-style: QUERY,Analyse,,tool-specific,data querying; filtering; reproducibility,needs_update,QUERY function concept endures but LLMs now enable SQL-like querying via natural language across tools,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"If your data is published, QUERY allows you to create as many different URLs as the number of questions you can come up with. Each URL will show a different view on your data which answers that question. The user writes the query, not you.",Generating hackable URLs for users to see the data their own way,Present,,procedural,transparency; data publishing; user engagement,needs_update,Hackable URLs for data transparency concept endures but modern data publishing tools offer better alternatives,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"If you wanted to show the density of torchbearers in different areas you could scatter the markers slightly so people can get a visual impression of the distribution. Clearly this brings up issues around misleading users, so you must state clearly that positions are indicative and not exact.",Adding some randomness: spreading out locations using RAND,Present,,procedural,mapping; visualisation ethics; transparency,endures,Ethical concerns about misleading map visualizations and need for transparency labels are permanent,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Ranking is particularly useful if you want to compare ranks. You can use RANK to find out what rank each percentage would have placed in for each year. Once you have both ranks, you can calculate if they have moved up or down, and which have moved the most.","Is this value ranked high or low: RANK, LARGE and SMALL",Analyse,,procedural,ranking; comparability; change over time,needs_update,RANK function mechanics are tool-specific but the concept of comparing ranks over time endures,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Both Kent and Birmingham are large authorities, with large populations. It highlights a problem with any dataset that only gives you absolute numbers rather than proportions or per capita figures: the biggest places will invariably come top; the smallest will come near the bottom. What you need to do is make sure you are comparing per capita figures.","Is this value ranked high or low: RANK, LARGE and SMALL",Analyse,,epistemological,normalisation; comparability; data quality,endures,Understanding that absolute numbers mislead without per-capita normalization is permanent statistical literacy,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"It is quite useful in reporting data stories to be able to say what percentage of values a number is above or below. PERCENTRANK allows you to see what percentage of numbers in a range are below a specified value. PERCENTILE gives you the value at a specified percentile, useful for reporting key benchmarks.",What percentile is this at or above: PERCENTRANK and PERCENTILE,Analyse,,procedural,statistical context; benchmarking; audience communication,endures,PERCENTRANK/PERCENTILE for contextualizing values within distributions is permanent statistical communication,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"A good habit is to always test your formula on a result you should be able to predict. In this case, let us test PERCENTRANK on the top performing runners. The results are already sorted by finishing order so we already know who finished first.",What percentile is this at or above: PERCENTRANK and PERCENTILE,Verify,,procedural,verification; testing; error detection,endures,Testing formulas on predictable results is a permanent verification practice,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Using quartiles allows you to get an accurate overview of the distribution of values. The more categories you create, the more complicated things become and the less clear the story is. Keep things simple and clear wherever you can unless there is a good reason to do otherwise.",Classifying data into quarters: QUARTILE,Analyse,,epistemological,classification; distribution analysis; simplicity,endures,Keeping classification simple for clarity is a permanent analytical and presentation principle,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"PFEye decided to colour code each contract in categories of contract value. These are meaningful categories but arbitrary: the contracts are not evenly distributed between these five categories. Two of the five categories have been allocated to the top fifth, while the bottom two fifths are squeezed into just one category. Perhaps the large amounts skew our perception of the data.",Classifying data into quarters: QUARTILE,Analyse,,epistemological,classification; data distribution; bias awareness,endures,Recognizing arbitrary classification boundaries that distort perception is permanent critical thinking,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Patrick used the LARGE function to find the second biggest number, combined it with MATCH to identify which column that was in, and then used that with INDEX to grab the authority at the same position. To do this manually would take forever: we would have to look across 200-ish columns for each of the 200-ish rows.",Cross referencing: INDEX and MATCH,Analyse,,tool-specific,cross-referencing; scalability; automation,needs_update,INDEX/MATCH cross-referencing is tool-specific; LLMs can now generate equivalent code or formulas,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"Correlation does not mean causation. In many ways for journalists a weak correlation is more useful than a strong one: it can help rule out a potential avenue of enquiry, while a strong correlation proves nothing. Correlation also helps with factchecking: if a politician is bandying around the phrase strong correlation then you can confidently say there is no strong correlation.",Getting statistical: correlation with CORREL,Analyse,,epistemological,statistical literacy; causation; factchecking,endures,Understanding correlation vs causation and using weak correlations to rule out hypotheses is permanent,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"This is sometimes called the multiple comparisons problem: the more variables you can look at, the more likely it is that you find a correlation between any two of them. This problem is particularly compounded by the rise of big data: large datasets with lots of different variables.",Getting statistical: correlation with CORREL,Analyse,,epistemological,statistical literacy; big data; spurious correlation,endures,Multiple comparisons problem becomes more acute with big data and AI-driven analysis,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"You should have a broader understanding of computational thinking: the ability to break down a problem into logical steps, which can then be addressed through programming. It is not about memorising formulae and being able to reproduce them on demand, but rather to know what is possible and be able to access examples.",The final chapter: next steps,Analyse,,epistemological,computational thinking; problem decomposition; skill development,endures,Computational thinking as problem decomposition rather than formula memorization is a permanent meta-skill,
10,10-finding-stories-spreadsheets.md,Finding Stories in Spreadsheets,Paul Bradshaw,2015,"You do not have to write code from scratch: most of the time you will be able to find example macros that you can copy or adapt. A good path: follow a tutorial where you copy and paste, try to understand what one part is doing, then change that part so it does something slightly different. It is always useful to start with a problem which applies to you.",The final chapter: next steps,Analyse,,epistemological,skill development; learning strategy; computational thinking,needs_update,Copy-adapt-modify learning path still valid but LLMs now accelerate this cycle dramatically,
11,11-data-literacy.md,Data Literacy: A User's Guide,David Herzog,2015,"We consider data to be any computerized file that uses columns and rows (a tabular structure) to organize data that are represented as text, numbers, dates and the like. These files can be manipulated using programs like spreadsheets and database managers, and can be transmitted over computer networks.",Data Defined,Define,,epistemological,data definition; tabular data,needs_update,"Tabular-only data definition is too narrow; LLMs work with unstructured text, images, and multimodal data that expand what counts as data for journalism.",
11,11-data-literacy.md,Data Literacy: A User's Guide,David Herzog,2015,We usually prefer to get raw data. Raw data afford us more flexibility when it comes to analysis. We can make our own decisions about how to summarize. Raw data make it easier for us to examine our data and test the integrity—or quality—of our data.,Data Defined,Get,Analyse,epistemological,raw data; data quality; analytical flexibility,endures,"Preference for raw data over pre-summarized data remains essential; LLMs can hallucinate summaries, making raw-data access even more important for verification.",
11,11-data-literacy.md,Data Literacy: A User's Guide,David Herzog,2015,"Working effectively with data requires more than computing. It requires thought and reflection on our own parts. As we climb the pyramid, we rely less on computers and more on our own experiences and thoughts.",Climbing the Pyramid,Analyse,,epistemological,DIKW hierarchy; critical thinking; data literacy,endures,"The DIKW insight that higher-order thinking requires human judgment, not just computation, is reinforced by the LLM era where automated outputs still need human sense-making.",References Ackoff DIKW hierarchy
11,11-data-literacy.md,Data Literacy: A User's Guide,David Herzog,2015,"One of the big challenges in becoming data literate is being able to quickly identify data and determine which government agency keeps them. If the data are posted on the Internet, we can find and download them. If data are not posted online, we request them from the agency. To meet that challenge we need to develop a data state of mind, one that opens our eyes to the proliferation of data online, in government agency mainframes and servers, and in university libraries.",Clues for Uncovering Data,Find,,epistemological,data state of mind; source identification; government data,endures,Developing a data state of mind to identify which agencies hold relevant datasets is a foundational investigative skill unaffected by LLMs.,
11,11-data-literacy.md,Data Literacy: A User's Guide,David Herzog,2015,"Agencies collect, analyze and publish data for one or more of three primary reasons: (1) they are required to do so by law, (2) agencies believe the data will help them execute their missions or (3) agencies are participating in an open-government effort.","How and Why Agencies Collect, Analyze and Publish Data",Find,,epistemological,government data; data provenance; open government,endures,"Understanding why agencies collect data (legal mandate, mission, open-government) is enduring institutional knowledge that LLMs cannot replace.",
11,11-data-literacy.md,Data Literacy: A User's Guide,David Herzog,2015,"Our goals for working with the data can differ greatly from the goals of the people at the agencies that collect them. For instance, we may be interested in determining which industry group's employees contributed the most money to candidates, but our state probably records the occupation and employer—not industry category—of each contributor. That means we won't be able to answer that question without a lot of additional research and changes to our data.","How and Why Agencies Collect, Analyze and Publish Data",Define,,epistemological,question scoping; data limitations; fitness for purpose,endures,Recognizing the gap between your analytical goals and agency data collection categories is a critical framing skill that endures regardless of tooling.,
11,11-data-literacy.md,Data Literacy: A User's Guide,David Herzog,2015,"If you're interested in a database, get a copy of the form that's used to feed data into it. Forms tell a lot about what you can expect to find in databases. You should assume that all of the data collected on the form will be entered. You may be incorrect, but you should start with the assumption that more data are available.",Clues from Data Entry,Find,,procedural,data discovery; government forms; source identification,endures,Examining data-entry forms to understand what fields a database contains remains a solid investigative technique regardless of AI tools.,
